SID;NAME;ISO;YEAR;COORDS;COORDS_MAX_WINDS;COORDS_MIN_DIST2LAND;BASIN;SUB BASIN;MONTH_START;MONTH_END;DATE_START;DATE_END;DATE_LAND_START;DATE_LAND_END;TOTAL_HOURS_EVENT;TOTAL_HOURS_IN_LAND;NATURE;GENERAL_CATEGORY;MAX_WIND;MIN_PRES;MIN_DIST2LAND;MAX_STORMSPEED;MAX_USA_SSHS;MAX_USA_SSHS_INLAND;V_LAND_KN;DISTANCE_TRACK;DISTANCE_TRACK_VINCENTY;34KN_POP;64KN_POP;96KN_POP;64KN_ASSETS;34KN_ASSETS;96KN_ASSETS;TOTAL_DAMAGE_(000$);TOTAL_DEATHS;POP_DEN_SQ_KM;RURAL_POP(%);HDI;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final;POP_MAX_34_ADJ;POP_MAX_50_ADJ;POP_MAX_64_ADJ;TOTAL_AFFECTED
2005300N10279;BETA;COL;2005;[(10.85, -81.215), (11.0, -81.3), (11.15, -81.315), (11.3, -81.3), (11.45, -81.3075), (11.6, -81.3), (11.7425, -81.2575), (11.9, -81.2), (12.085, -81.15), (12.3, -81.1), (12.55, -81.035), (12.8, -81.0), (13.0225, -81.035), (13.2, -81.1), (13.315, -81.1425), (13.4, -81.2), (13.5075, -81.2925), (13.6, -81.4), (13.665, -81.4775), (13.7, -81.6), (13.715, -81.8275), (13.7, -82.1), (13.6725, -82.35)];[(13.6725, -82.35)];[(13.6725, -82.35)];NAm;CS;10;10;27/10/2005 3:00;29/10/2005 21:00;No landing;No landing;66;0;TS;Cat 1;82;975;118;5;1;No landing;100;430.4534678;335.7637683;;;;;;;;;39;24;0.693;0.047505467;3637;98.79;5392.190579;9940000.071;74.265;4.1;High_Middle;;;;3074
2005301N13117;KAI-TAK;VNM;2005;[(12.7545, 114.255), (12.7467, 113.96), (12.6933, 113.76), (12.6312, 113.571), (12.6, 113.375), (12.6544, 113.126), (12.75, 112.9), (12.8244, 112.723), (12.925, 112.65), (13.0519, 112.74), (13.25, 112.875), (13.5881, 112.958), (13.9, 112.925), (14.0145, 112.673), (14.05, 112.375), (14.1106, 112.226), (14.175, 112.125), (14.2606, 112.007), (14.35, 111.9), (14.4231, 111.816), (14.5, 111.725), (14.6, 111.606), (14.7, 111.45), (14.775, 111.249), (14.85, 111.025), (14.9387, 110.831), (15.05, 110.6), (15.1793, 110.292), (15.35, 109.925), (15.5688, 109.507), (15.825, 109.1), (16.0886, 108.789), (16.375, 108.5), (16.6743, 108.183), (17.0, 107.825), (17.3531, 107.401), (17.7467, 106.92), (18.1429, 106.445), (18.57, 106.02), (19.1134, 105.647), (19.6333, 105.367)];[(14.7, 111.45)];[(18.1429, 106.445), (19.1134, 105.647), (19.6333, 105.367)];WP;WP;10;11;28/10/2005 12:00;02/11/2005 12:00;02/11/2005 3:00;02/11/2005 12:00;120;9;TS;Cat 2;85;950;0;12;2;0;63;1355.466514;1217.052821;18798824;0;0;0;1.06553E+11;0;11000;20;272;72.7;0.616;0.075841563;4726.2;100.24;1018.121124;30139999.64;74.092;3.669918643;Low_Middle;15467693;2351077.75;1726927.375;15000
2005318N13298;GAMMA;HND;2005;[(15.6, -81.7), (15.722000000000001, -82.475), (15.8, -83.1), (15.8223, -83.6526), (15.8, -84.1), (15.7648, -84.4725), (15.7, -84.8), (15.5776, -85.1951), (15.5, -85.5), (15.5624, -85.6024), (15.7, -85.6), (15.8575, -85.6075), (16.0, -85.6), (16.0725, -85.615), (16.1, -85.6), (16.1, -85.515), (16.1, -85.4), (16.135, -85.3), (16.2, -85.2), (16.2925, -85.085), (16.4, -85.0), (16.5075, -84.97), (16.6, -85.0), (16.65, -85.0775), (16.7, -85.2), (16.7925, -85.365), (16.9, -85.5), (17.0225, -85.545), (17.1, -85.5), (17.0875, -85.38), (17.0, -85.2), (16.865, -85.015), (16.7, -84.8), (16.6024, -84.5804), (16.4, -84.3), (15.9702, -83.9268), (15.4, -83.5)];[(16.1, -85.4)];[(15.7648, -84.4725), (15.7, -84.8), (15.5776, -85.1951), (15.5, -85.5), (15.5624, -85.6024), (15.7, -85.6), (15.8575, -85.6075)];NAm;CS;11;11;17/11/2005 12:00;22/11/2005 0:00;18/11/2005 3:00;18/11/2005 21:00;108;18;TS;TS;45;1002;0;17;0;0;45.9;964.8422329;194.3968405;;;;;;;15500;47;65.9;51.4;0.581;0.140769823;1506.5;101.48;1778.850071;8680000.096;72.026;4.84532384;Low_Middle;1021765;114842.6094;114842.6094;90000
2006006S11129;CLARE;AUS;2006;[(-11.3, 129.1), (-11.3326, 128.525), (-14.4333, 123.067), (-14.9411, 122.474), (-15.3333, 121.8), (-15.5148, 121.244), (-15.6667, 120.733), (-15.9741, 120.228), (-16.3667, 119.767), (-16.8065, 119.373), (-17.2667, 119.0), (-17.6945, 118.574), (-18.1, 118.167), (-18.4816, 117.818), (-18.8, 117.567), (-19.1666, 117.3), (-19.5, 117.033), (-19.8567, 116.713), (-20.2, 116.467), (-20.5566, 116.337), (-20.9, 116.3), (-21.3383, 116.267), (-21.7667, 116.3), (-22.1817, 116.233), (-22.5333, 116.2), (-22.815, 116.185), (-23.0667, 116.2), (-23.3117, 116.255), (-23.5333, 116.333)];[(-19.1666, 117.3), (-19.5, 117.033), (-19.8567, 116.713), (-20.2, 116.467)];[(-20.9, 116.3), (-21.3383, 116.267), (-21.7667, 116.3), (-22.1817, 116.233), (-22.5333, 116.2), (-22.815, 116.185), (-23.0667, 116.2), (-23.3117, 116.255), (-23.5333, 116.333)];SI;WA;1;1;06/01/2006 6:00;10/01/2006 18:00;09/01/2006 18:00;10/01/2006 18:00;108;24;TS;Cat 1;75;960;0;15;0;0;62.8;2091.385627;1914.011981;29603;0;0;0;1942491700;0;2354;;2.68;15.3;0.905;2.305306335;2111.7;101.67;49443.22553;0;81.04146341;4.79;High;31736.73708;24628.12293;1423.039302;1500
2006021S11053;BOLOETSE;MDG;2006;[(-10.6, 53.4), (-10.7025, 53.685), (-10.8, 54.0), (-10.8925, 54.3575), (-11.0, 54.7), (-11.1349, 54.965), (-11.3, 55.2), (-11.485, 55.45), (-11.7, 55.7), (-17.0, 53.9667), (-17.205, 53.6524), (-17.4, 53.3333), (-17.5999, 53.0166), (-17.8, 52.7), (-18.01, 52.3708), (-18.2, 52.0667), (-18.3333, 51.8157), (-18.4667, 51.6), (-18.6417, 51.3825), (-18.8667, 51.2), (-19.1391, 51.0608), (-19.4667, 50.9667), (-19.8325, 50.9066), (-20.2333, 50.8667), (-20.65, 50.8167), (-21.0667, 50.7667), (-21.465, 50.7191), (-21.8333, 50.6667), (-22.1675, 50.5851), (-22.4667, 50.5333), (-22.7758, 50.5657), (-23.0, 50.6333), (-23.0908, 50.6859), (-23.0667, 50.7333), (-22.9725, 50.7742), (-22.8333, 50.8), (-22.7142, 50.8125), (-22.6, 50.8), (-22.505, 50.7675), (-22.4, 50.7), (-22.255, 50.6008), (-22.1, 50.4667), (-21.9616, 50.3201), (-21.8333, 50.1333), (-21.7217, 49.8859), (-21.6, 49.6333), (-21.4433, 49.4451), (-21.2667, 49.2667), (-21.0883, 49.0701), (-20.9, 48.8333), (-20.6799, 48.5465), (-20.5, 48.2), (-20.4298, 47.8211), (-20.4, 47.3667), (-20.3607, 46.8328), (-20.2667, 46.2333), (-20.0735, 45.5799), (-19.8, 44.9667), (-19.4889, 44.4809), (-19.1333, 44.1), (-18.7248, 43.8068), (-18.3667, 43.5333), (-18.115, 43.1865), (-18.0333, 42.8), (-18.1541, 42.3886), (-18.4, 41.9667), (-18.6474, 41.5642), (-21.1291, 40.3563), (-21.4333, 40.8333), (-21.9277, 41.3702), (-22.4667, 41.8333), (-22.9029, 42.0492), (-23.3, 42.2333), (-23.6735, 42.6134), (-24.0667, 43.0333), (-24.5273, 43.3646), (-25.0333, 43.7), (-25.5517, 44.1093), (-26.1, 44.5333), (-26.6555, 44.8977), (-27.2667, 45.3), (-27.9382, 45.8108), (-28.7, 46.4), (-29.5775, 46.9936), (-30.4667, 47.7), (-31.2335, 48.5553), (-31.9667, 49.5667), (-32.713, 50.7045), (-33.5, 51.94), (-34.3372, 53.2197), (-35.16, 54.62), (-35.7083, 56.5479)];[(-22.4667, 41.8333)];[(-20.5, 48.2), (-20.4298, 47.8211), (-20.4, 47.3667), (-20.3607, 46.8328), (-20.2667, 46.2333), (-20.0735, 45.5799), (-19.8, 44.9667), (-19.4889, 44.4809)];SI;SI;1;2;20/01/2006 12:00;06/02/2006 9:00;29/01/2006 0:00;29/01/2006 21:00;405;21;TS;Cat 3;100;944;0;32;3;-1;100.9;5564.955773;2799.113859;1507601;125384;2400;42377533;416081120;689631;;3;32.5;70.6;0.484;0.158896041;2565.3;105.24;482.7091164;27089999.99;61.65;2.39;Low;6509273.806;2148943.928;1301737.794;6212
2006074S13158;LARRY;AUS;2006;[(-17.1667, 155.533), (-17.2395, 154.997), (-17.3333, 154.4), (-17.4526, 153.635), (-17.5667, 152.8), (-17.6532, 151.988), (-17.7, 151.2), (-17.6963, 150.47899999999996), (-17.6667, 149.767), (-17.6382, 149.005), (-17.5667, 148.3), (-17.5065, 147.562), (-17.5101, 147.07299999999995), (-17.5, 146.8), (-17.5132, 146.577), (-17.5375, 146.358), (-17.533, 146.088), (-17.493, 145.845), (-17.5209, 145.628), (-17.5667, 145.36700000000005), (-17.6847, 144.591), (-17.8667, 143.8), (-18.1982, 142.935), (-18.5667, 142.067), (-18.8713, 141.265), (-19.0667, 140.733), (-19.3148, 140.20600000000002), (-19.5451, 139.7), (-19.6014, 139.533), (-19.6661, 139.19), (-19.6776, 139.023), (-19.7039, 138.762), (-19.6798, 138.653), (-19.7, 138.7)];[(-17.5, 146.8)];[(-17.533, 146.088), (-17.493, 145.845), (-17.5209, 145.628), (-17.5667, 145.36700000000005), (-17.6847, 144.591), (-17.8667, 143.8), (-18.1982, 142.935), (-18.5667, 142.067), (-18.8713, 141.265), (-19.0667, 140.733), (-19.3148, 140.20600000000002), (-19.5451, 139.7), (-19.6014, 139.533), (-19.6661, 139.19), (-19.6776, 139.023), (-19.7039, 138.762), (-19.6798, 138.653), (-19.7, 138.7)];SP;EA;3;3;18/03/2006 6:00;21/03/2006 11:00;19/03/2006 21:00;21/03/2006 11:00;77;38;TS;Cat 4;115;935;0;18;4;3;120.9;1843.663011;1799.437091;410412;185683;35186;18145779660;37186433241;5302255667;1180000;;2.68;15.3;0.905;2.305306335;2111.7;101.67;49443.22553;0;81.04146341;4.79;High;275554.6276;206901.3631;33324.04806;7030
2006081S14129;GLENDA;AUS;2006;[(-14.0, 128.5), (-14.015, 128.365), (-14.0, 128.3), (-13.9425, 128.343), (-13.9, 128.4), (-13.9425, 128.365), (-14.0, 128.3), (-13.9925, 128.22799999999998), (-14.0, 128.2), (-14.0925, 128.285), (-14.2, 128.4), (-14.2425, 128.45), (-14.2333, 128.533), (-14.3675, 128.642), (-14.54, 128.76), (-14.7242, 128.889), (-14.9, 128.967), (-15.0458, 128.964), (-15.1667, 128.86700000000002), (-15.3042, 128.68), (-15.3667, 128.433), (-15.2701, 128.181), (-15.1333, 127.933), (-15.0875, 127.711), (-15.0667, 127.533), (-15.0358, 127.423), (-15.0, 127.333), (-14.9449, 127.24), (-14.9, 127.067), (-14.8926, 126.73), (-14.9, 126.333), (-14.9, 125.972), (-14.9, 125.667), (-14.9049, 125.453), (-14.9, 125.3), (-14.8641, 125.162), (-14.8333, 125.033), (-14.8375, 124.893), (-14.8667, 124.733), (-14.9041, 124.576), (-14.9667, 124.333), (-15.0467, 123.943), (-15.1333, 123.567), (-15.3332, 123.272), (-15.5, 123.0), (-15.5434, 122.567), (-15.5667, 122.233), (-15.6233, 121.918), (-15.7333, 121.667), (-15.8799, 121.405), (-16.0667, 121.1), (-16.3616, 120.787), (-16.7, 120.4), (-16.8767, 119.91), (-17.0667, 119.467), (-17.2667, 119.057), (-17.4667, 118.633), (-17.6333, 118.218), (-17.8333, 117.867), (-18.0233, 117.585), (-18.3, 117.333), (-18.5899, 117.057), (-18.8667, 116.833), (-19.1416, 116.643), (-19.5333, 116.467), (-20.0466, 116.22), (-20.6333, 115.867), (-21.1818, 115.47), (-21.5667, 115.167), (-21.9716, 115.065), (-22.32, 115.1), (-22.7675, 115.09), (-23.3, 115.0), (-24.0, 114.9), (-24.6, 114.8)];[(-16.7, 120.4), (-16.8767, 119.91), (-17.0667, 119.467), (-17.2667, 119.057), (-17.4667, 118.633)];[(-15.0458, 128.964), (-15.1667, 128.86700000000002), (-15.3042, 128.68), (-15.3667, 128.433), (-15.2701, 128.181), (-15.1333, 127.933), (-15.0875, 127.711), (-15.0667, 127.533), (-15.0358, 127.423), (-15.0, 127.333), (-14.9449, 127.24), (-14.9, 127.067), (-14.8926, 126.73), (-14.9, 126.333), (-14.9, 125.972), (-14.9, 125.667), (-14.9049, 125.453), (-14.9, 125.3), (-14.8641, 125.162), (-21.5667, 115.167), (-21.9716, 115.065), (-22.32, 115.1), (-22.7675, 115.09), (-23.3, 115.0), (-24.0, 114.9), (-24.6, 114.8)];SI;WA;3;3;22/03/2006 0:00;31/03/2006 6:00;24/03/2006 3:00;31/03/2006 6:00;222;171;TS;Cat 4;120;910;0;13;4;2;117.2;2359.618274;1854.992593;45745;14971;261;756498110;2408031431;20127005;;;2.68;15.3;0.905;2.305306335;2111.7;101.67;49443.22553;0;81.04146341;4.79;High;47068.23985;24520.96384;1435.903466;500
2006114N08090;MALA;MMR;2006;[(14.95, 92.1), (15.275, 92.3963), (15.55, 92.65), (15.9787, 93.0538), (16.15, 93.2), (16.55, 93.5788), (16.7, 93.7), (17.1174, 94.0564), (17.5429, 94.4572), (17.9977, 94.9498), (18.475, 95.475), (18.5, 95.5), (19.0, 96.0)];[(15.55, 92.65), (15.9787, 93.0538), (16.15, 93.2)];[(17.9977, 94.9498), (18.475, 95.475), (18.5, 95.5), (19.0, 96.0)];NI;BB;4;4;28/04/2006 6:00;29/04/2006 18:00;29/04/2006 9:00;29/04/2006 18:00;36;9;TS;Cat 4;120;922;0;14;4;1;113.7;611.4417699;610.9919693;14328951;4360965;40633;12069288531;40968372303;236040276;;34;74.8;71.9;0.479;0.209650707;3555.7;110.53;671.4549402;31520000.16;61.938;0.630746489;Low_Middle;10628230.1;4276505.11;1881918.549;60106
2006128N09138;CHANCHU;PHL;2006;[(9.45635, 130.231), (9.7, 129.8), (9.80552, 129.53), (9.9, 129.325), (10.0987, 129.11), (10.35, 128.85), (10.6136, 128.517), (10.9, 128.075), (11.1982, 127.503), (11.5, 126.875), (11.8061, 126.294), (12.075, 125.725), (12.2724, 125.151), (12.425, 124.6), (12.5661, 124.091), (12.7, 123.6), (12.8725, 123.085), (13.0, 122.6), (13.0099, 122.17), (12.975, 121.8), (12.9393, 121.489), (12.975, 121.2), (13.1698, 120.909), (13.425, 120.55), (13.6534, 120.02), (13.825, 119.5), (13.895999999999999, 119.188), (13.9, 118.925), (13.8825, 118.57), (13.85, 118.2), (13.828, 117.876), (13.825, 117.525), (13.8607, 117.073), (13.9, 116.625), (13.9093, 116.268), (13.9, 115.975), (13.8544, 115.702), (13.85, 115.5), (13.935, 115.383), (14.125, 115.325), (14.4275, 115.28), (14.775, 115.25), (15.055, 115.22), (15.35, 115.175), (15.7081, 115.093), (16.1, 115.0), (16.4888, 114.91)];[(14.125, 115.325)];[(12.2724, 125.151), (12.425, 124.6), (12.5661, 124.091), (12.9393, 121.489), (12.975, 121.2), (13.1698, 120.909), (13.425, 120.55)];WP;WP;5;5;10/05/2006 3:00;15/05/2006 21:00;11/05/2006 15:00;13/05/2006 0:00;138;33;TS;Cat 4;125;916;0;13;4;2;97;2028.665054;1834.01764;48503424;10614439;54553;1.11515E+11;4.24988E+11;794453006;3328;41;294;54.4;0.657;0.058653746;3180.8;102.95;1878.496933;18730000.04;69.233;1.88;Low_Middle;41628763.81;7646910.567;1919809.058;42000
2006128N09138;CHANCHU;CHN;2006;[(16.9, 114.85), (17.3369, 114.831), (17.8, 114.875), (20.475, 115.575), (20.8706, 115.772), (21.3, 116.025), (21.8726, 116.335), (22.475, 116.65), (23.0023, 116.871), (23.5, 117.125), (23.9517, 117.491), (24.475, 117.975), (25.0717, 118.492), (25.9733, 119.247), (27.4688, 120.519), (29.0846, 121.885), (30.319000000000003, 122.702), (31.1545, 123.291), (31.4904, 124.007), (31.5778, 124.822)];[(16.9, 114.85)];[(23.5, 117.125), (23.9517, 117.491), (24.475, 117.975), (25.0717, 118.492), (25.9733, 119.247), (27.4688, 120.519)];WP;WP;5;5;16/05/2006 0:00;19/05/2006 0:00;17/05/2006 18:00;18/05/2006 9:00;72;15;MX;Cat 4;115;927;0;39;4;1;90.1;1978.975787;1912.97596;39820045;10451966;0;2.15491E+11;8.11743E+11;0;475000;23;142;56.1;0.657;0.082912541;5313.4;103.12;3062.534905;44040000.65;73.271;1.79;High_Middle;76100195.86;68355777.52;51495508.44;3150000
2006188N10143;BILIS;CHN;2006;[(25.6, 120.5), (26.4267, 119.487), (26.7358, 118.764), (26.8667, 117.942), (26.8612, 117.243), (26.8111, 116.678), (26.7971, 116.206), (26.75, 115.75), (26.5739, 115.244), (26.45, 114.8), (26.535999999999998, 114.48), (26.75, 114.25), (27.0398, 114.079), (27.3, 113.9), (27.4061, 113.634), (27.4, 113.3), (27.2925, 112.922), (27.2, 112.5), (27.3293, 112.089), (27.2571, 111.486), (26.6522, 110.506), (25.6, 109.22), (24.2529, 107.823), (23.8, 107.2), (23.2417, 106.181)];[(25.6, 120.5)];[(26.4267, 119.487), (26.7358, 118.764), (26.8667, 117.942), (26.8612, 117.243), (26.8111, 116.678), (26.7971, 116.206), (26.75, 115.75), (26.5739, 115.244), (26.45, 114.8), (26.535999999999998, 114.48), (26.75, 114.25), (27.0398, 114.079), (27.3, 113.9), (27.4061, 113.634), (27.4, 113.3), (27.2925, 112.922), (27.2, 112.5), (27.3293, 112.089), (27.2571, 111.486), (26.6522, 110.506), (25.6, 109.22), (24.2529, 107.823), (23.8, 107.2), (23.2417, 106.181)];WP;WP;7;7;14/07/2006 0:00;17/07/2006 3:00;14/07/2006 6:00;17/07/2006 3:00;75;69;TS;TS;58;975;0;34;0;0;52.1;1701.211984;1474.710072;7079174;0;0;0;1.59991E+11;0;3325000;820;142;56.1;0.657;0.082912541;5313.4;103.12;3062.534905;44040000.65;73.271;1.79;High_Middle;298756555.3;322276189;22069531.2;29622000
2006188N10143;BILIS;VNM;2006;[(22.8, 105.3), (22.6189, 104.936), (22.6, 104.9)];[(22.8, 105.3), (22.6189, 104.936), (22.6, 104.9)];[(22.8, 105.3), (22.6189, 104.936), (22.6, 104.9)];WP;WP;7;7;17/07/2006 6:00;17/07/2006 12:00;17/07/2006 6:00;17/07/2006 12:00;6;6;TS;TD;19;1000;0;13;-6;-6;59.39;46.68771998;46.68686355;;;;;;;;17;274;72.1;0.624;0.075019907;4749.8;103.42;1079.062488;22900000.04;74.295;3.792267477;Low_Middle;35097987.12;35510909.22;698200.4829;2000
2006198N08152;KAEMI;PHL;2006;[(15.9861, 132.222), (16.125, 131.7), (16.2697, 131.234), (16.4, 130.775), (16.5002, 130.224), (16.6, 129.725), (16.7298, 129.389), (16.875, 129.15), (16.9855, 128.953), (17.175, 128.75), (17.5488, 128.458), (17.975, 128.125), (18.3017, 127.81), (18.625, 127.45), (19.005, 127.003), (19.4, 126.525), (19.7954, 126.1), (20.15, 125.65), (20.4264, 125.091), (20.65, 124.55), (20.8403, 124.16), (21.05, 123.8), (21.3455, 123.369), (21.675, 122.9), (21.9779, 122.42)];[(16.125, 131.7), (16.2697, 131.234), (16.4, 130.775), (16.5002, 130.224), (16.6, 129.725), (16.7298, 129.389), (16.875, 129.15), (16.9855, 128.953), (17.175, 128.75), (17.5488, 128.458), (17.975, 128.125), (18.3017, 127.81), (18.625, 127.45), (19.005, 127.003), (19.4, 126.525)];[(21.9779, 122.42)];WP;WP;7;7;21/07/2006 9:00;24/07/2006 9:00;No landing;No landing;72;0;TS;Cat 1;80;960;154;12;1;No landing;81;1257.858985;1226.259194;;;;;;;471;4;294;54.4;0.657;0.058653746;3180.8;102.95;1878.496933;18730000.04;69.233;1.88;Low_Middle;;;;200355
2006198N08152;KAEMI;TWN;2006;[(22.3, 121.9), (22.6788, 121.316), (23.05, 120.725), (23.3487, 120.175), (23.625, 119.675), (23.9526, 119.261)];[(22.3, 121.9)];[(23.05, 120.725), (23.3487, 120.175)];WP;WP;7;7;24/07/2006 12:00;25/07/2006 3:00;24/07/2006 18:00;24/07/2006 21:00;15;3;TS;Cat 1;77;960;0;13;0;0;73.9;327.0488455;326.420819;13467107;162165;0;80934598068;2.93339E+12;0;;;643;27.2;0.77;0.082912541;5313.4;103.12;3062.534905;44040000.65;73.271;1.79;High_Middle;10710854.3;5631974.135;3506882.235;800
2006198N08152;KAEMI;CHN;2006;[(24.225, 118.825), (24.3609, 118.223), (24.425, 117.625), (24.474, 117.192), (24.5357, 116.821), (24.7261, 116.382), (24.94, 115.92), (24.9612, 115.487), (24.95, 115.1), (25.1135, 114.831), (25.3, 114.6), (25.4125, 114.304), (25.4857, 114.014), (25.5054, 113.832), (25.48, 113.6), (25.4826, 113.056), (25.2, 112.2), (24.6457, 111.268), (24.0, 110.4), (23.4847, 109.723), (23.0, 109.3), (22.4322, 109.176), (22.0, 109.2), (21.8825, 109.158), (21.9, 109.1), (21.85, 109.008), (21.8, 108.9), (21.7575, 108.8), (21.7, 108.7), (21.61, 108.6), (21.5, 108.5)];[(24.225, 118.825)];[(24.425, 117.625), (24.474, 117.192), (24.5357, 116.821), (24.7261, 116.382), (24.94, 115.92), (24.9612, 115.487), (24.95, 115.1), (25.1135, 114.831), (25.3, 114.6), (25.4125, 114.304), (25.4857, 114.014), (25.5054, 113.832), (25.48, 113.6), (25.4826, 113.056), (25.2, 112.2), (24.6457, 111.268), (24.0, 110.4), (23.4847, 109.723), (23.0, 109.3), (22.4322, 109.176), (22.0, 109.2), (21.8825, 109.158), (21.9, 109.1), (21.85, 109.008), (21.8, 108.9), (21.7575, 108.8), (21.7, 108.7)];WP;WP;7;7;25/07/2006 6:00;29/07/2006 0:00;25/07/2006 12:00;28/07/2006 18:00;90;78;TS;Cat 1;64;975;0;20;0;0;59.7;1299.389072;1101.392374;22686765;0;0;0;4.81424E+11;0;367000;109;142;56.1;0.657;0.082912541;5313.4;103.12;3062.534905;44040000.65;73.271;1.79;High_Middle;137693840.6;21268764.38;32859515.82;6531000
2006209N13130;PRAPIROON;CHN;2006;[(19.0379, 114.194), (19.15, 113.7), (19.2248, 113.425), (19.375, 113.225), (19.7375, 112.977), (20.175, 112.725), (20.5524, 112.495), (20.9, 112.225), (21.2298, 111.888), (21.5, 111.45), (21.6741, 110.862), (21.825, 110.275), (22.0291, 109.846), (22.275, 109.5), (22.5692, 109.182), (22.88, 108.873), (23.1586, 108.517), (23.4231, 108.169), (23.7107, 107.892), (23.9273, 107.645), (24.0306, 107.33), (24.0429, 107.014), (23.9574, 106.768), (23.9, 106.6)];[(20.175, 112.725), (20.5524, 112.495), (20.9, 112.225)];[(21.5, 111.45), (21.6741, 110.862), (21.825, 110.275), (22.0291, 109.846), (22.275, 109.5), (22.5692, 109.182), (22.88, 108.873), (23.1586, 108.517), (23.4231, 108.169), (23.7107, 107.892), (23.9273, 107.645), (24.0306, 107.33), (24.0429, 107.014), (23.9574, 106.768), (23.9, 106.6)];WP;WP;8;8;02/08/2006 9:00;05/08/2006 6:00;03/08/2006 12:00;05/08/2006 6:00;69;42;TS;Cat 1;70;965;0;11;1;1;77.2;1011.127712;953.2138493;32639375;3402639;0;79061616146;8.17334E+11;0;900000;89;142;56.1;0.657;0.082912541;5313.4;103.12;3062.534905;44040000.65;73.271;1.79;High_Middle;83587864.57;34346728.89;17574910.33;10000000
2006209N13130;PRAPIROON;PHL;2006;[(12.5, 130.0), (12.5901, 129.648), (12.98, 129.38), (13.1525, 129.161), (13.3, 129.0), (13.3833, 128.868), (13.4333, 128.733), (13.5116, 128.631), (13.6, 128.533), (13.6833, 128.417), (13.7667, 128.267), (13.8525, 128.065), (13.9333, 127.833), (14.0025, 127.61), (14.0667, 127.367), (14.1333, 127.101), (14.2, 126.8), (14.2591, 126.475), (14.3333, 126.1), (14.43, 125.672), (14.5667, 125.2), (14.7441, 124.702), (14.9667, 124.2), (15.2082, 123.731), (15.5, 123.267), (15.879000000000001, 122.796), (16.2385, 122.331), (16.4564, 121.88), (16.58, 121.34), (16.6368, 120.586), (16.675, 119.775), (16.7471, 119.137), (16.85, 118.6), (16.9829, 118.126), (17.15, 117.675), (17.3632, 117.15), (17.55, 116.65), (17.6086, 116.247), (17.675, 115.9), (17.855, 115.56)];[(17.675, 115.9), (17.855, 115.56)];[(16.4564, 121.88), (16.58, 121.34), (16.6368, 120.586)];WP;WP;7;8;28/07/2006 0:00;01/08/2006 21:00;31/07/2006 9:00;31/07/2006 15:00;117;6;TS;TS;55;982;0;15;0;-1;38.4;1697.838719;1660.116014;1487072;0;0;0;13756525926;0;135000;6;294;54.4;0.657;0.058653746;3180.8;102.95;1878.496933;18730000.04;69.233;1.88;Low_Middle;5552976.025;2774613.947;1208033.598;15000
2006216N07151;SAOMAI;CHN;2006;[(26.7569, 121.84), (27.0, 121.175), (27.1127, 120.569), (27.2, 119.975), (27.3504, 119.355), (27.55, 118.725), (27.8066, 118.088), (28.0667, 117.447), (28.2601, 116.78), (28.4769, 116.131), (28.8303, 115.561), (29.13, 115.06), (29.2684, 114.582), (29.2833, 114.217), (29.1774, 114.15), (29.5, 113.9), (29.8452, 113.613), (30.2, 113.3)];[(26.7569, 121.84)];[(27.2, 119.975), (27.3504, 119.355), (27.55, 118.725), (27.8066, 118.088), (28.0667, 117.447), (28.2601, 116.78), (28.4769, 116.131), (28.8303, 115.561), (29.13, 115.06), (29.2684, 114.582), (29.2833, 114.217), (29.1774, 114.15), (29.5, 113.9), (29.8452, 113.613), (30.2, 113.3)];WP;WP;8;8;10/08/2006 3:00;12/08/2006 6:00;10/08/2006 12:00;12/08/2006 6:00;51;42;TS;Cat 4;135;904;0;13;4;4;134.1;962.5273633;918.8409347;54917769;15333915;4159080;3.3904E+11;1.2103E+12;97424046304;2510000;441;142;56.1;0.657;0.082912541;5313.4;103.12;3062.534905;44040000.65;73.271;1.79;High_Middle;106315166.4;51427360.99;27503122.43;5923350
2006237N13298;ERNESTO;HTI;2006;[(16.9, -72.7), (17.165, -73.0576), (17.4, -73.4), (17.5999, -73.7077), (17.8, -74.0), (18.02, -74.3002), (18.3, -74.6), (18.6688, -74.9206), (19.1, -75.2)];[(16.9, -72.7)];[(18.3, -74.6)];NAm;CS;8;8;27/08/2006 6:00;28/08/2006 6:00;No landing;No landing;24;0;TS;Cat 1;65;992;15;10;1;No landing;46.8;363.8871794;359.6910175;4459000;0;0;0;8198161048;0;;5;341;56.4;0.456;0.096310402;962.9;101.31;680.9446717;17190000.08;59.028;1.461652;Low;2099223.304;357048.275;2070.291473;15000
