SID;NAME;ISO;YEAR;COORDS;COORDS_MAX_WINDS;COORDS_MIN_DIST2LAND;BASIN;SUB BASIN;MONTH_START;MONTH_END;DATE_START;DATE_END;DATE_LAND_START;DATE_LAND_END;TOTAL_HOURS_EVENT;TOTAL_HOURS_IN_LAND;NATURE;GENERAL_CATEGORY;MAX_WIND;MIN_PRES;MIN_DIST2LAND;MAX_STORMSPEED;MAX_USA_SSHS;MAX_USA_SSHS_INLAND;V_LAND_KN;DISTANCE_TRACK;DISTANCE_TRACK_VINCENTY;34KN_POP;64KN_POP;96KN_POP;64KN_ASSETS;34KN_ASSETS;96KN_ASSETS;TOTAL_DAMAGE_(000$);TOTAL_DEATHS;POP_DEN_SQ_KM;RURAL_POP(%);HDI;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final;POP_MAX_34_ADJ;POP_MAX_50_ADJ;POP_MAX_64_ADJ;TOTAL_AFFECTED
2006237N13298;ERNESTO;USA;2006;[(24.334, -80.167), (24.7, -80.4), (24.9, -80.6), (25.2, -80.7), (25.3, -80.8), (25.6669, -80.972), (26.1, -81.0), (26.5275, -80.9801), (27.0, -80.9), (27.52, -80.8149), (28.1, -80.7), (28.7424, -80.5723), (29.4, -80.4), (29.9999, -80.1796), (30.6, -79.9), (31.2425, -79.5722), (31.9, -79.2), (32.5648, -78.778), (33.2, -78.4), (33.7558, -78.1399), (33.9, -78.1), (34.5, -78.0), (35.21, -77.816), (35.8, -77.6), (36.26, -77.3849), (36.6, -77.2), (36.8724, -77.0846), (37.1, -77.0), (37.3425, -76.8925), (37.6, -76.8), (37.885, -76.735), (38.2, -76.7), (38.52, -76.6924), (38.9, -76.7), (39.3475, -76.6709), (39.9, -76.7), (40.5401, -76.8697), (41.3, -77.1), (42.2, -77.365), (43.1, -77.5)];[(31.9, -79.2), (32.5648, -78.778), (33.2, -78.4), (33.7558, -78.1399), (33.9, -78.1)];[(25.2, -80.7), (25.3, -80.8), (25.6669, -80.972), (26.1, -81.0), (26.5275, -80.9801), (27.0, -80.9), (27.52, -80.8149), (28.1, -80.7), (33.9, -78.1), (34.5, -78.0), (35.21, -77.816), (35.8, -77.6), (36.26, -77.3849), (36.6, -77.2), (36.8724, -77.0846), (37.1, -77.0), (37.3425, -76.8925), (37.6, -76.8), (37.885, -76.735), (38.52, -76.6924), (38.9, -76.7), (39.3475, -76.6709), (39.9, -76.7), (40.5401, -76.8697), (41.3, -77.1), (42.2, -77.365), (43.1, -77.5)];NAm;GM;8;9;29/08/2006 21:00;03/09/2006 12:00;30/08/2006 5:00;03/09/2006 12:00;111;103;TS;TS;60;985;0;18;0;0;68.7;2182.055549;2095.866879;10291618;171600;0;36861972830;2.00492E+12;0;32860;6;32.6;19.9;0.899;0.537708104;6400.4;100.18;49405.7673;0;77.68780488;4.688412769;High;51005595.85;19896682.52;4773783.678;140
2006240N12265;JOHN;MEX;2006;[(12.3, -94.6), (12.5, -94.7825), (12.7, -95.0), (12.9, -95.2775), (13.1, -95.6), (13.315, -95.95), (13.5, -96.3), (13.6224, -96.6076), (13.7, -96.9), (13.7499, -97.1851), (13.8, -97.5), (13.8925, -97.8775), (14.0, -98.3), (14.0625, -98.7502), (14.2, -99.2), (14.5349, -99.6073), (14.9, -100.0), (15.0999, -100.393), (15.3, -100.8), (15.6124, -101.235), (16.0, -101.7), (16.4498, -102.17), (16.9, -102.7), (17.2727, -103.358), (17.6, -104.0), (17.8922, -104.48), (18.2, -104.9), (18.5549, -105.35), (19.0, -105.8), (19.5999, -106.25), (20.2, -106.7), (20.6599, -107.158), (21.0, -107.6), (21.2375, -108.045), (21.4, -108.4), (21.5273, -108.595), (21.7, -108.7), (22.0125, -108.8), (22.4, -108.9), (22.8517, -109.009), (23.2, -109.2), (23.3, -109.4), (23.4011, -109.518), (23.8, -109.9), (24.0177, -110.221), (24.2, -110.5), (24.485, -110.765), (24.8, -111.0), (25.0999, -111.208), (25.4, -111.4), (25.6924, -111.593), (26.0, -111.8), (26.3426, -112.065), (26.7, -112.3), (27.0649, -112.408), (27.4, -112.5), (27.6651, -112.7), (27.9, -112.9), (28.15, -113.023), (28.4, -113.1), (28.65, -113.155), (28.9, -113.2)];[(16.0, -101.7), (16.4498, -102.17), (16.9, -102.7)];[(23.4011, -109.518), (23.8, -109.9), (24.0177, -110.221), (24.485, -110.765), (24.8, -111.0), (25.0999, -111.208), (25.4, -111.4), (25.6924, -111.593), (26.0, -111.8), (26.3426, -112.065), (26.7, -112.3), (27.0649, -112.408), (27.4, -112.5), (27.6651, -112.7), (27.9, -112.9), (28.15, -113.023), (28.4, -113.1), (28.65, -113.155)];EP;EP;8;9;28/08/2006 0:00;04/09/2006 12:00;02/09/2006 3:00;04/09/2006 9:00;180;54;TS;Cat 4;115;948;0;15;4;2;96.9;2816.725731;2663.792756;3486805;387256;0;4850697643;51976034623;0;;7;56.6;23.4;0.737;0.217208691;3213.3;103.46;9547.333571;7850000.113;75.296;4.69;High_Middle;3061781.331;717543.2077;327505.4148;10000
2006252N13139;SHANSHAN;JPN;2006;[(18.55, 133.625), (18.7469, 133.417), (18.925, 133.175), (19.1312, 132.908), (19.3, 132.625), (19.3681, 132.346), (19.425, 132.075), (19.558, 131.83100000000002), (19.725, 131.575), (19.9224, 131.293), (20.075, 130.95), (20.0956, 130.53), (20.075, 130.05), (20.1089, 129.524), (20.15, 129.025), (20.1729, 128.638), (20.2, 128.3), (20.2555, 127.952), (20.3, 127.6), (20.2949, 127.232), (20.275, 126.85), (22.15, 123.975), (22.6138, 123.898), (23.1, 123.8), (23.5643, 123.768), (24.0, 123.8), (24.2918, 123.892), (24.4262, 123.964), (24.9, 124.2), (25.4492, 124.425), (26.0, 124.825), (26.5332, 125.347), (27.125, 125.9), (27.7894, 126.456), (28.55, 127.05), (29.3954, 127.521), (30.3, 128.0), (31.1721, 128.501), (32.025, 129.025), (32.9804, 129.735), (34.02, 130.42700000000002), (34.9289, 130.951), (35.8154, 131.392), (36.4364, 131.77200000000002), (37.0667, 132.267), (37.68, 132.764), (38.4333, 133.36700000000002), (43.9762, 139.226), (44.2, 140.2)];[(23.1, 123.8), (23.5643, 123.768), (24.0, 123.8), (24.2918, 123.892), (24.4262, 123.964), (24.9, 124.2)];[(32.9804, 129.735)];WP;WP;9;9;11/09/2006 6:00;19/09/2006 18:00;17/09/2006 9:00;17/09/2006 9:00;204;0;TS;Cat 4;120;919;0;23;4;1;128.7;4050.943286;2909.728881;15275471;7862257;43016;9.57964E+11;2.01442E+12;5960212260;2500000;10;352;12.9;0.877;0.033968433;5852.4;99.03;44995.49449;0;82.32195122;2.936362334;High;17978123.77;12534743.2;6721614.879;12448
2006257N16259;LANE;MEX;2006;[(15.7, -101.0), (15.9501, -101.332), (16.2, -101.7), (16.4499, -102.128), (16.7, -102.6), (16.9575, -103.107), (17.2, -103.6), (17.4074, -104.03), (17.6, -104.4), (17.7924, -104.715), (18.0, -105.0), (18.22, -105.315), (18.5, -105.6), (18.8624, -105.823), (19.3, -106.0), (19.785, -106.158), (20.3, -106.3), (20.8075, -106.45), (21.3, -106.6), (21.7575, -106.758), (22.2, -106.9), (22.65, -107.015), (23.1, -107.1), (23.6045, -107.169), (24.0, -107.2), (24.1, -107.2), (24.2934, -107.224), (24.7, -107.3), (25.0621, -107.352), (25.4, -107.4), (25.7085, -107.449), (26.0, -107.5)];[(23.1, -107.1), (23.6045, -107.169), (24.0, -107.2), (24.1, -107.2)];[(24.1, -107.2), (24.2934, -107.224), (24.7, -107.3), (25.0621, -107.352), (25.4, -107.4), (25.7085, -107.449), (26.0, -107.5)];EP;EP;9;9;13/09/2006 18:00;17/09/2006 12:00;16/09/2006 19:15;17/09/2006 12:00;90;16.75;TS;Cat 3;110;952;0;11;3;3;105.5;1440.779499;1325.247991;4626253;1702273;69176;20902567542;81084224901;1552416482;2700;4;56.6;23.4;0.737;0.217208691;3213.3;103.46;9547.333571;7850000.113;75.296;4.69;High_Middle;6134528.693;1690320.346;1055467.43;240700
2006268N12129;XANGSANE;PHL;2006;[(11.8, 129.1), (11.8012, 128.963), (11.7571, 128.743), (11.7355, 128.53), (11.7167, 128.35), (11.7314, 128.187), (11.7733, 128.02), (11.8106, 127.812), (11.85, 127.6), (11.8906, 127.412), (11.95, 127.225), (12.0481, 127.033), (12.15, 126.8), (12.2125, 126.492), (12.275, 126.15), (12.3543, 125.842), (12.475, 125.5), (12.6675, 125.087), (12.875, 124.625), (13.0249, 124.147), (13.175, 123.65), (13.3637, 123.152), (13.575, 122.65), (13.7829, 122.167), (14.025, 121.65), (14.3301, 121.041), (14.65, 120.425), (14.9621, 119.909), (15.2, 119.375), (15.3039, 118.711), (15.325, 118.025), (15.3191, 117.412), (15.325, 116.825), (15.4154, 116.239), (15.525, 115.65), (15.607999999999999, 115.034)];[(13.175, 123.65)];[(13.0249, 124.147), (13.175, 123.65), (13.3637, 123.152), (13.7829, 122.167), (14.025, 121.65), (14.3301, 121.041), (14.65, 120.425)];WP;WP;9;9;25/09/2006 0:00;29/09/2006 9:00;27/09/2006 9:00;28/09/2006 6:00;105;21;TS;Cat 4;125;916;0;13;4;4;143.7;1604.653211;1578.257757;55900974;44129077;36728473;3.8231E+11;5.09056E+11;2.91949E+11;113000;228;294;54.4;0.657;0.058653746;3180.8;102.95;1878.496933;18730000.04;69.233;1.88;Low_Middle;53938412.36;39766363.32;32603559.88;3842406
2006268N12129;XANGSANE;VNM;2006;[(15.575, 113.3), (15.5598, 112.858), (15.575, 112.45), (15.6168, 112.006), (15.7, 111.55), (15.8449, 111.091), (15.975, 110.625), (16.0024, 110.159), (16.0, 109.675), (16.0654, 109.171), (16.075, 108.625), (15.9263, 108.012)];[(15.575, 113.3), (15.5598, 112.858), (15.575, 112.45), (15.6168, 112.006), (15.7, 111.55)];[(15.9263, 108.012)];WP;WP;9;10;29/09/2006 18:00;01/10/2006 3:00;01/10/2006 3:00;01/10/2006 3:00;33;0;TS;Cat 4;115;927;0;12;4;1;100.4;574.7638449;568.0102829;7444441;4446204;302538;25677253655;45910505241;1511009124;624000;71;274;72.1;0.624;0.075019907;4749.8;103.42;1079.062488;22900000.04;74.295;3.792267477;Low_Middle;6112896.321;3703771.981;1964817.625;1467925
2006294N16254;PAUL;MEX;2006;[(15.7, -105.6), (15.7601, -106.045), (15.8, -106.5), (15.8075, -106.965), (15.8, -107.4), (15.7999, -107.765), (15.8, -108.1), (15.7999, -108.45), (15.8, -108.8), (15.7999, -109.15), (15.8, -109.5), (15.7925, -109.858), (15.8, -110.2), (15.835, -110.515), (15.9, -110.8), (15.9925, -111.087), (16.1, -111.3), (16.1849, -111.373), (16.3, -111.4), (16.47, -111.493), (16.7, -111.6), (16.9775, -111.707), (17.3, -111.8), (17.635, -111.865), (18.0, -111.9), (18.3775, -111.937), (18.8, -111.9), (19.285, -111.738), (19.8, -111.5), (20.3074, -111.272), (20.8, -111.0), (21.2573, -110.687), (21.7, -110.3), (22.1349, -109.837), (22.6, -109.3), (23.1581, -108.626), (23.7, -108.1), (24.1528, -108.014), (24.5, -108.1), (24.7212, -108.1), (24.8, -108.1), (25.0, -108.1)];[(16.3, -111.4)];[(24.7212, -108.1), (24.8, -108.1), (25.0, -108.1)];EP;EP;10;10;21/10/2006 6:00;26/10/2006 6:00;No landing;No landing;120;0;TS;Cat 2;90;970;10;16;2;No landing;36;1755.494647;1062.08264;1617;0;0;0;50154124;0;;4;56.6;23.4;0.737;0.217208691;3213.3;103.46;9547.333571;7850000.113;75.296;4.69;High_Middle;1840217.848;1439162.339;28763.75072;20000
2006298N12143;CIMARON;PHL;2006;[(12.95, 131.0), (13.1578, 130.54399999999998), (13.4, 130.125), (13.6806, 129.62), (13.95, 129.1), (14.1393, 128.605), (14.325, 128.125), (14.5818, 127.649), (14.85, 127.2), (15.088, 126.787), (15.3, 126.4), (15.4823, 126.04), (15.65, 125.65), (15.8306, 125.174), (16.0, 124.65), (16.1487, 124.114), (16.275, 123.575), (16.3841, 123.074), (16.475, 122.55), (16.5405, 121.965), (16.625, 121.325), (16.8045, 120.612), (16.95, 119.925), (16.95, 119.317), (16.875, 118.875), (16.7609, 118.693), (16.7, 118.575), (16.7926, 118.287), (16.975, 117.95), (17.18, 117.63), (17.4, 117.325), (17.5875, 117.034), (17.775, 116.8), (17.9931, 116.649), (18.2, 116.55), (18.3631, 116.455), (18.5, 116.375), (18.9, 116.65), (18.8175, 116.648), (18.675, 116.6), (18.4494, 116.486), (18.175, 116.375), (17.8888, 116.348), (17.625, 116.35), (17.4294, 116.347), (17.275, 116.325), (17.1338, 116.261), (17.0, 116.175), (16.85, 116.084), (16.7, 116.0), (16.5625, 115.943), (16.425, 115.9), (16.2694, 115.864), (16.125, 115.825), (16.0231, 115.772), (15.925, 115.7), (15.7912, 115.615), (15.65, 115.5), (15.525, 115.351), (15.4, 115.175), (15.2681, 114.984), (15.125, 114.8), (14.97, 114.659), (14.8, 114.525)];[(16.275, 123.575), (16.3841, 123.074), (16.475, 122.55)];[(16.5405, 121.965), (16.625, 121.325), (16.8045, 120.612)];WP;WP;10;11;27/10/2006 6:00;05/11/2006 12:00;29/10/2006 15:00;29/10/2006 21:00;222;6;TS;Cat 5;140;898;0;14;5;4;152.9;2330.480983;1792.097948;23372688;7633495;3295519;83895534631;2.26574E+11;39727162328;9077;34;294;54.4;0.657;0.058653746;3180.8;102.95;1878.496933;18730000.04;69.233;1.88;Low_Middle;29209254.23;8616614.3;4365277.938;283021
2006311N16143;CHEBI;PHL;2006;[(15.7726, 131.972), (15.8, 131.34), (15.8172, 130.727), (15.85, 130.075), (15.9374, 129.349), (16.025, 128.6), (16.0534, 127.893), (16.075, 127.175), (16.1412, 126.396), (16.2, 125.625), (16.2052, 124.93), (16.2, 124.25), (16.2438, 123.508), (16.25, 122.8), (16.1302, 122.21), (16.0, 121.65), (15.995, 121.016), (15.975, 120.4), (15.8186, 119.861), (15.625, 119.375), (15.478, 118.918), (15.35, 118.475), (15.2261, 118.018), (15.125, 117.55), (15.0398, 117.081), (15.0, 116.575), (15.0169, 115.997), (15.075, 115.4), (15.1331, 114.814)];[(16.2, 124.25), (16.2438, 123.508), (16.25, 122.8)];[(15.995, 121.016), (15.975, 120.4), (15.8186, 119.861)];WP;WP;11;11;09/11/2006 3:00;12/11/2006 15:00;11/11/2006 3:00;11/11/2006 9:00;84;6;TS;Cat 4;125;916;0;15;4;2;138.7;1859.863835;1842.26554;28008519;9473998;2293293;1.08822E+11;2.69134E+11;30268480893;;6;294;54.4;0.657;0.058653746;3180.8;102.95;1878.496933;18730000.04;69.233;1.88;Low_Middle;35297445.95;11872570.47;5548293.788;21260
2006329N06150;DURIAN;PHL;2006;[(12.3748, 130.836), (12.575, 130.1), (12.763, 129.33700000000002), (12.925, 128.6), (13.0543, 127.909), (13.15, 127.3), (13.2216, 126.799), (13.275, 126.35), (13.3325, 125.864), (13.375, 125.4), (13.3929, 125.007), (13.4, 124.6), (13.4087, 124.101), (13.425, 123.55), (13.4643, 122.986), (13.5, 122.4), (13.4999, 121.798), (13.5, 121.2), (13.5375, 120.606), (13.575, 120.075), (13.5823, 119.656), (13.575, 119.3), (13.5643, 118.956), (13.55, 118.6), (13.5281, 118.181), (13.525, 117.75), (13.5675, 117.346), (13.625, 116.975), (13.6567, 116.662), (13.7, 116.35), (13.7912, 115.983), (13.875, 115.575), (13.9063, 115.121), (13.9, 114.675)];[(13.275, 126.35), (13.4, 124.6)];[(13.425, 123.55), (13.5, 122.4)];WP;WP;11;12;28/11/2006 15:00;02/12/2006 18:00;30/11/2006 6:00;30/11/2006 12:00;99;6;TS;Cat 4;135;904;0;15;4;4;148.6;1766.304893;1759.99749;43916126;16519453;8352520;1.73115E+11;3.79282E+11;87235850651;66400;1399;294;54.4;0.657;0.058653746;3180.8;102.95;1878.496933;18730000.04;69.233;1.88;Low_Middle;41575973.34;18773616.57;9750820.444;2562517
2006329N06150;DURIAN;VNM;2006;[(13.8718, 114.297), (13.825, 113.95), (13.7881, 113.583), (13.725, 113.25), (13.6205, 113.0), (13.475, 112.75), (13.31, 112.419), (13.1, 112.05), (12.8605, 111.688), (12.55, 111.3), (12.14, 110.868), (11.7, 110.425), (11.3004, 110.041), (10.95, 109.6), (10.6631, 109.013), (10.425, 108.35), (10.2311, 107.693), (10.0, 107.014), (9.62685, 106.352), (9.21, 105.61), (8.84286, 104.59), (8.65, 103.6), (8.73581, 102.782)];[(13.8718, 114.297), (13.825, 113.95), (13.7881, 113.583), (13.725, 113.25), (13.6205, 113.0), (13.475, 112.75)];[(9.62685, 106.352), (9.21, 105.61)];WP;WP;12;12;02/12/2006 21:00;05/12/2006 15:00;05/12/2006 3:00;05/12/2006 6:00;66;3;TS;Cat 2;90;954;0;21;2;0;84.1;1420.690624;1379.053418;35581835;10045526;0;92625411981;3.13932E+11;0;456000;95;274;72.1;0.624;0.075019907;4749.8;103.42;1079.062488;22900000.04;74.295;3.792267477;Low_Middle;32936954.23;6867785.879;4316651.561;1226360
2006340N08142;UTOR;PHL;2006;[(10.675, 130.225), (10.7142, 129.597), (10.75, 129.0), (10.8337, 128.368), (10.925, 127.75), (10.9817, 127.182), (11.05, 126.625), (11.1636, 126.051), (11.3, 125.45), (11.4279, 124.832), (11.575, 124.15), (11.7685, 123.318), (11.95, 122.55), (12.0571, 122.075), (12.15, 121.675), (12.2801, 121.121), (12.425, 120.575), (12.5787, 120.125), (12.725, 119.75), (12.8411, 119.439), (12.95, 119.15), (13.0694, 118.818), (13.2, 118.475), (13.3481, 118.134), (13.5, 117.8), (13.6487, 117.484), (13.775, 117.175), (13.8443, 116.874), (13.925, 116.55), (14.0718, 116.191), (14.275, 115.775), (14.5151, 115.277), (14.8, 114.775)];[(12.15, 121.675)];[(11.3, 125.45), (12.2801, 121.121)];WP;WP;12;12;08/12/2006 6:00;12/12/2006 6:00;09/12/2006 6:00;10/12/2006 3:00;96;21;TS;Cat 3;100;944;0;16;3;2;116.3;1755.440825;1738.143173;25639831;5955362;582971;60177221339;2.45251E+11;6680356398;;42;294;54.4;0.657;0.058653746;3180.8;102.95;1878.496933;18730000.04;69.233;1.88;Low_Middle;26832542.67;4701004.761;1021250.598;327542
2006350S07071;BONDO;MDG;2006;[(-10.3907, 54.5258), (-10.2, 54.0667), (-10.0424, 53.6001), (-9.9, 53.1333), (-9.75667, 52.6492), (-9.63333, 52.2), (-9.50995, 51.8175), (-9.46667, 51.5), (-9.55746, 51.23), (-9.73333, 51.0), (-9.94083, 50.7659), (-10.1333, 50.5667), (-10.2291, 50.4158), (-10.3, 50.3), (-10.4192, 50.1825), (-10.5333, 50.1), (-10.6075, 50.0758), (-10.6667, 50.0667), (-10.7258, 50.0167), (-10.8, 49.9667), (-10.8942, 49.965), (-11.0333, 49.9333), (-11.2525, 49.8084), (-11.4667, 49.6333), (-11.5917, 49.4575), (-11.6667, 49.2667), (-11.6967, 49.0616), (-11.7667, 48.8667), (-11.9725, 48.7241), (-12.2333, 48.5667), (-12.4642, 48.3217), (-12.7, 48.0667), (-12.9475, 47.8658), (-13.2, 47.7), (-13.44, 47.5566), (-13.7, 47.4333), (-14.0116, 47.3241), (-14.3333, 47.2), (-14.6192, 47.0242), (-14.9, 46.8333), (-15.18, 46.6641), (-15.5, 46.5), (-15.8791, 46.3432), (-16.3333, 46.1667), (-16.8558, 45.9581), (-17.4333, 45.7), (-18.0481, 45.419), (-18.6333, 45.0333), (-19.1086, 44.465), (-19.5, 43.86), (-19.8811, 43.4389), (-20.2, 43.2), (-20.3075, 43.1998), (-20.6, 43.0), (-20.9275, 42.7701), (-21.3, 42.6), (-21.7424, 42.5475), (-22.2, 42.6), (-22.5926, 42.7571), (-23.0, 42.9), (-23.4849, 42.9099), (-24.0, 42.8), (-24.5052, 42.5805), (-25.0, 42.3)];[(-10.3907, 54.5258)];[(-16.3333, 46.1667), (-16.8558, 45.9581), (-17.4333, 45.7), (-18.0481, 45.419), (-18.6333, 45.0333), (-19.1086, 44.465)];SI;SI;12;12;20/12/2006 9:00;28/12/2006 6:00;25/12/2006 18:00;26/12/2006 9:00;189;15;TS;Cat 4;125;916;0;14;4;0;126;2453.657149;2069.855868;3171622;929407;30876;229102913;1027637385;7518893;;1;32.5;70.6;0.484;0.158896041;2565.3;105.24;482.7091164;27089999.99;61.65;2.39;Low;;;;304
2006364S12058;CLOVIS;MDG;2007;[(-13.3667, 55.2667), (-13.6408, 55.0807), (-14.0, 54.9), (-14.4683, 54.7025), (-14.9667, 54.5), (-15.3908, 54.3173), (-15.8, 54.1), (-16.2384, 53.8009), (-16.6667, 53.4667), (-17.07, 53.13), (-17.4333, 52.8333), (-17.7457, 52.6373), (-18.0333, 52.4667), (-18.3308, 52.2408), (-18.6333, 52.0), (-18.9624, 51.7766), (-19.2667, 51.5333), (-19.5008, 51.2457), (-19.7, 50.9333), (-19.9175, 50.6192), (-20.1, 50.3), (-20.2175, 49.9807), (-20.3, 49.6667), (-20.3883, 49.3492), (-20.4667, 49.0667), (-20.5358, 48.8391), (-20.6, 48.6667), (-20.6716, 48.5275), (-20.7333, 48.4333), (-20.7767, 48.3733), (-20.8, 48.3333), (-20.805, 48.2808), (-20.8, 48.2455), (-20.8, 48.218), (-20.8, 48.1889), (-20.8, 48.15), (-20.8, 48.1), (-20.8, 48.05), (-20.8, 48.0)];[(-20.1, 50.3), (-20.2175, 49.9807), (-20.3, 49.6667), (-20.3883, 49.3492), (-20.4667, 49.0667), (-20.5358, 48.8391), (-20.6, 48.6667)];[(-20.7333, 48.4333), (-20.7767, 48.3733), (-20.8, 48.3333), (-20.805, 48.2808), (-20.8, 48.2455), (-20.8, 48.218), (-20.8, 48.1889), (-20.8, 48.15), (-20.8, 48.1), (-20.8, 48.05), (-20.8, 48.0)];SI;SI;12;1;31/12/2006 0:00;04/01/2007 18:00;03/01/2007 12:00;04/01/2007 18:00;114;30;TS;Cat 1;65;976;0;11;1;0;64.6;1183.616124;1128.651092;4867881;1;0;59;1396420057;0;;1;33.4;70;0.491;0.154372366;2620.1;107.55;498.2329092;31529999.61;62.079;3.06;Low;3416075.349;964268.8455;293706.4201;7313
2007043S11071;FAVIO;MOZ;2007;[(-24.3098, 39.4642), (-24.1, 39.0), (-23.8949, 38.5334), (-23.7, 38.0667), (-23.5383, 37.5927), (-23.3667, 37.1333), (-23.1558, 36.6867), (-22.9, 36.3), (-22.5931, 36.021), (-22.2667, 35.7667), (-21.9768, 35.4209), (-21.6667, 35.1), (-21.2882, 34.9094), (-20.9, 34.7333), (-20.5442, 34.465), (-20.2333, 34.1667), (-19.9999, 33.8987), (-19.7667, 33.6), (-19.4586, 33.2361)];[(-24.3098, 39.4642)];[(-21.6667, 35.1), (-21.2882, 34.9094), (-20.9, 34.7333), (-20.5442, 34.465), (-20.2333, 34.1667), (-19.9999, 33.8987), (-19.7667, 33.6), (-19.4586, 33.2361)];SI;SI;2;2;21/02/2007 3:00;23/02/2007 9:00;22/02/2007 12:00;23/02/2007 9:00;54;21;TS;Cat 4;117;924;0;10;4;2;105.29;862.1480204;838.0990926;;;;;;;;10;28.2;69.6;0.372;0.239926368;581.4;103.48;421.1796584;44669999.6;50.934;4.185;Low;4481667.705;1724652.051;1316555.654;162770
2007151N14072;GONU;OMN;2007;[(19.95, 64.05), (20.115, 63.85), (20.5, 63.4), (20.5825, 63.1998), (20.65, 62.75), (20.9963, 62.0425), (21.35, 61.6), (21.4499, 61.1887), (21.55, 61.05), (21.8924, 60.9249), (22.0, 60.55), (22.3963, 60.4), (22.55, 59.75), (22.9212, 59.3637), (23.3, 59.5), (23.4675, 59.4174), (23.9, 59.1), (24.09, 59.0325), (24.5, 58.95), (24.8258, 58.7914)];[(19.95, 64.05)];[(22.9212, 59.3637)];NI;AS;6;6;04/06/2007 12:00;06/06/2007 21:00;No landing;No landing;57;0;TS;Cat 5;145;898;20;13;5;No landing;91.6;850.5952792;764.5088677;1652707;149508;0;5635853999;54894362345;0;3900000;76;8.6;26.5;0.764;0.010537574;4868.3;101.19;18340.91929;1200000.018;74.893;4.206666667;High;2981005.516;1663262.135;394224.0174;20000
2007151N14072;GONU;IRN;2007;[(24.8667, 58.6), (24.9859, 58.3559), (24.9, 58.3), (24.9775, 58.25), (25.1, 58.2), (25.285, 58.1649), (25.5, 58.1), (25.7051, 57.9702), (25.9, 57.8)];[(24.8667, 58.6)];[(25.7051, 57.9702), (25.9, 57.8)];NI;AS;6;6;07/06/2007 0:00;08/06/2007 0:00;07/06/2007 21:00;08/06/2007 0:00;24;3;TS;TS;55;982;0;5;0;-1;57.9;162.6846496;139.9428473;145235;0;0;0;895093211;0;;12;44.2;31.1;0.736;0.236470894;2454.3;114.6;6373.249584;8730000.137;72.626;4.48;High_Middle;159141.4668;47581.46767;15632.10391;185009
2007188N04148;MAN-YI;JPN;2007;[(18.825, 131.45), (19.3564, 130.678), (19.85, 130.0), (20.4221, 129.509), (21.025, 129.15), (21.6216, 128.847), (22.25, 128.575), (22.9194, 128.259), (23.525, 128.0), (24.2056, 127.736), (24.875, 127.5), (25.4605, 127.394), (26.05, 127.4), (26.6932, 127.538), (27.4, 127.675), (27.9743, 127.704), (28.475, 127.75), (28.9266, 127.905), (29.4, 128.2), (29.9202, 128.672), (30.425, 129.325), (31.0398, 130.207), (31.2477, 130.523), (31.4521, 130.839), (31.675, 131.175), (32.2134, 131.991), (32.675, 132.825), (32.9736, 133.76), (33.2, 134.825), (33.4067, 135.59799999999998), (33.4997, 135.988), (33.8, 137.275), (34.1283, 138.72), (34.525, 140.425), (34.7607, 142.24200000000005), (35.0, 143.727), (35.2296, 144.543), (35.325, 144.975), (35.1362, 145.235), (34.9444, 145.689), (35.1546, 147.12), (35.5, 148.8), (36.7, 157.2), (36.8178, 158.179), (37.0, 159.2)];[(21.025, 129.15), (21.6216, 128.847), (22.25, 128.575), (22.9194, 128.259), (23.525, 128.0), (24.2056, 127.736), (24.875, 127.5), (25.4605, 127.394), (26.05, 127.4)];[(31.4521, 130.839), (31.675, 131.175)];WP;WP;7;7;11/07/2007 12:00;17/07/2007 18:00;14/07/2007 5:00;14/07/2007 6:00;150;1;TS;Cat 4;125;929;0;30;4;1;127.6;4373.936723;3372.048671;11748775;3421656;1120263;3.77774E+11;1.60242E+12;95994472060;60000;5;352;11.9;0.88;0.033796611;6062.1;100.64;45687.27381;0;82.50707317;2.945336199;High;86674275.35;63540332.33;3811732.596;40012
2007223N19136;SEPAT;TWN;2007;[(22.2519, 122.469), (22.7, 122.0), (23.0953, 121.57), (23.55, 121.025), (23.7642, 120.436), (24.0, 119.9), (24.1778, 119.65)];[(22.2519, 122.469)];[(23.55, 121.025), (23.7642, 120.436)];WP;WP;8;8;17/08/2007 15:00;18/08/2007 9:00;18/08/2007 0:00;18/08/2007 3:00;18;3;TS;Cat 3;110;930;0;12;3;3;110.1;363.7671311;358.8021225;20658832;7424641;2787293;1.72914E+12;4.31447E+12;5.79796E+11;25000;;646;26.7;0.78;0.082317501;5319.9;108.15;3480.152725;67190000.3;73.553;1.79;High_Middle;20293583.52;20293583.52;8248207.031;1812
